Event URL,Program Name,Day of Week,Start Date,End Date,Time,Location,Address,Area,Language,Audience,Subjects
https://booking.biblioottawalibrary.ca/en/event/romcom-wednesdays-mamma-mia-movie,RomCom Wednesdays - Mamma Mia! The Movie,Wednesday,21-May-25,21-May-25,18:00,Main,120 Metcalfe,Central,English,Adult,Film and Movie Showing
https://booking.biblioottawalibrary.ca/en/event/storytelling-open-mic,Storytelling Open Mic,Wednesday,21-May-25,18-Jun-25,19:00,Sunnyside,1049 Bank,South - Alta Vista,English,Adult,Hobbies and Interests
https://booking.biblioottawalibrary.ca/en/event/macro-photography-0,Macro Photography,Thursday,22-May-25,22-May-25,18:00,Rosemount,18 Rosemount,West - Nepean,English,"Adult, Adults 50-plus","Computers and technology, Hobbies and Interests, Lectures and discussions"
https://booking.biblioottawalibrary.ca/en/event/horror-film-club-lisa-frankenstein-2024,Horror Film Club: Lisa Frankenstein (2024),Thursday,22-May-25,22-May-25,18:30,Nepean Centrepointe,101 Centrepointe,West - Nepean,English,"Adult, Adults 50-plus",Film and Movie Showing
https://booking.biblioottawalibrary.ca/en/event/pajama-storytime,Pajama Storytime,Thursday,22-May-25,22-May-25,18:30,Ruth E. Dickinson,100 Malvern,West - Barrhaven,English,Child,Kids
https://booking.biblioottawalibrary.ca/en/event/slow-stitchers-and-handcrafters,Slow Stitchers and Handcrafters,Thursday,22-May-25,26-Jun-25,18:30,Ruth E. Dickinson,100 Malvern,West - Barrhaven,English,"Adult, Adults 50-plus",Arts and Crafts
https://booking.biblioottawalibrary.ca/en/event/beginner-inkscape-16,Beginner Inkscape,Thursday,22-May-25,22-May-25,18:30,Nepean Centrepointe,101 Centrepointe,West - Nepean,English,"Adult, Adults 50-plus, Teen","Computers and technology, Imagine Space, Makerspace and Making"
https://booking.biblioottawalibrary.ca/en/event/easy-relaxing-artart-relaxant,Easy Relaxing Art,Friday,23-May-25,23-May-25,10:00,Cumberland,1599 Tenth Line,East - Orleans,Bilingual,Adult,Arts and Crafts
https://booking.biblioottawalibrary.ca/en/event/quick-tips-how-use-free-ai-tools-your-daily-life-refine-web-searches-summarize-text-videos-0,"Quick Tips: How to use free AI tools in your daily life to refine web searches, summarize text & videos, create photos & songs, and more",Friday,23-May-25,23-May-25,14:00,Nepean Centrepointe,101 Centrepointe,West - Nepean,English,"Adult, Adults 50-plus","Computers and technology, Hobbies and Interests"
https://booking.biblioottawalibrary.ca/en/event/sensory-storytime-contes-sensoriels-0,Sensory Storytime,Friday,23-May-25,27-Jun-25,14:00,Greenboro,363 Lorry Greenberg,South - Alta Vista,Bilingual,Child,Kids
https://booking.biblioottawalibrary.ca/en/event/bike-rodeo-rod%C3%A9o-%C3%A0-v%C3%A9lo,Bike Rodeo | Rodéo à vélo,Saturday,24-May-25,24-May-25,10:00,Cumberland,1599 Tenth Line,East - Orleans,Bilingual,"Child, Family",Health and wellness
https://booking.biblioottawalibrary.ca/en/event/family-storytime-gillian-reid,Family Storytime with Gillian Reid,Saturday,24-May-25,24-May-25,10:30,Ruth E. Dickinson,100 Malvern,West - Barrhaven,English,Family,Family storytime
https://booking.biblioottawalibrary.ca/en/event/so-you-want-work-library,"So, You Want To Work in a Library?",Saturday,24-May-25,24-May-25,10:30,Ruth E. Dickinson,100 Malvern,West - Barrhaven,English,"Adult, Adults 50-plus, Teen",Jobs and careers
https://booking.biblioottawalibrary.ca/en/event/saturday-bilingual-family-storytime-heure-du-conte-en-famille-bilingue-du-samedi-1,Saturday Bilingual Family Storytime,Saturday,24-May-25,24-May-25,10:30,Rideau,377 Rideau,Central,Bilingual,"Family, Preschool, Toddler",Family storytime
https://booking.biblioottawalibrary.ca/en/event/welcome-your-library-more-just-books,Welcome to Your Library: More Than Just Books!,Saturday,24-May-25,24-May-25,14:00,Blackburn Hamlet,199 Glen Park,East - Orleans,English,"Adult, Adults 50-plus, Newcomers",Lectures and discussions
https://booking.biblioottawalibrary.ca/en/event/houseplant-swap-%C3%A9change-de-plantes-dint%C3%A9rieur,Houseplant Swap,Saturday,24-May-25,24-May-25,14:00,Rideau,377 Rideau,Central,Bilingual,"Adult, Adults 50-plus","Hobbies and Interests, Home and garden, Social Connections"
https://booking.biblioottawalibrary.ca/en/event/draw-davinci-2,Draw Like DaVinci,Saturday,24-May-25,21-Jun-25,14:00,Ruth E. Dickinson,100 Malvern,West - Barrhaven,English,Child,Arts and Crafts
https://booking.biblioottawalibrary.ca/en/event/plant-swap-2,Plant Swap,Sunday,18-May-25,18-May-25,10:00,Stittsville,1637 Stittsville Main,West - Stittsville,English,"Adult, Family","Hobbies and Interests, Home and garden"
