Event URL,Program Name,Day of Week,Start Date,End Date,Time,Location,Address,Area,Language,Audience,Subjects
https://booking.biblioottawalibrary.ca/en/event/write-us-elmvale-acres,Write With Us!,Monday,19-Jan-26,29-Jun-26,18:30,Elmvale Acres,1910 St-Laurent,South - Alta Vista,English,Adult,Writing and poetry
https://booking.biblioottawalibrary.ca/en/event/lundi-bricolage-monday-maker,Lundi bricolage,Monday,19-Jan-26,02-Mar-26,18:30,Orléans,1705 Orléans,East - Orleans,Bilingual,Teen,"Arts and Crafts, Hobbies and Interests, STEM"
https://booking.biblioottawalibrary.ca/en/event/starry-night-storytime-6,Starry Night Storytime,Monday,19-Jan-26,02-Mar-26,18:30,Nepean Centrepointe,101 Centrepointe,West - Nepean,English,Family,Family storytime
https://booking.biblioottawalibrary.ca/en/event/cercle-litt%C3%A9raire-7,Cercle littéraire,Monday,19-Jan-26,15-Jun-26,19:00,Beaverbrook,2500 Campeau,West - Kanata,Français,Adult,Book Clubs
https://booking.biblioottawalibrary.ca/en/event/french-conversation-group-11,French Conversation Group,Monday,19-Jan-26,29-Jun-26,19:00,Ruth E. Dickinson,100 Malvern,West - Barrhaven,Français,Adult,Language learning
https://booking.biblioottawalibrary.ca/en/event/destress-dogs-d%C3%A9stresser-avec-des-chiens-3,Destress with Dogs! Déstresser avec des chiens!,Tuesday,20-Jan-26,20-Jan-26,15:30,Carlingwood,281 Woodroffe,West - Nepean,Bilingual,Teen,"Health and wellness, Homework and Reading Support, Social Connections"
https://booking.biblioottawalibrary.ca/en/event/orl%C3%A9ans-writing-group-2,Orléans Writing Group,Tuesday,20-Jan-26,29-Dec-26,10:00,Orléans,1705 Orléans,East - Orleans,English,Adult,Writing and poetry
https://booking.biblioottawalibrary.ca/en/event/babytime-stay-and-play-b%C3%A9b%C3%A9s-%C3%A0-la-biblio-jouons-%C3%A0-la-biblio,Babytime & Stay and Play,Tuesday,20-Jan-26,03-Mar-26,10:00,Blackburn Hamlet,199 Glen Park,East - Orleans,Bilingual,Baby,Babytime
https://booking.biblioottawalibrary.ca/en/event/homeschool-hangout-0,Homeschool Hangout,Tuesday,20-Jan-26,30-Jun-26,10:00,Greely,1448 Meadow Drive,South - Greely,Bilingual,Family,Kids
https://booking.biblioottawalibrary.ca/en/event/teen-exam-cram-p%C3%A9riode-d%E2%80%99%C3%A9tudes-pour-ados-0,Teen Exam Cram,Tuesday,20-Jan-26,27-Jan-26,10:00,Ruth E. Dickinson,100 Malvern,West - Barrhaven,Bilingual,Teen,Homework and Reading Support
https://booking.biblioottawalibrary.ca/en/event/tout-petits-%C3%A0-la-biblio-1,Tout-petits à la biblio,Tuesday,20-Jan-26,03-Mar-26,10:00,Cumberland,1599 Tenth Line,East - Orleans,Français,"Child, Toddler","Family storytime, Kids, Parenting, Storytime"
https://booking.biblioottawalibrary.ca/en/event/toddlertime-198,Toddlertime (Tuesday Session),Tuesday,20-Jan-26,03-Mar-26,10:15,Beaverbrook,2500 Campeau,West - Kanata,English,Child,Storytime
https://booking.biblioottawalibrary.ca/en/event/babytime-winter-session-6,Babytime - Winter Session,Tuesday,20-Jan-26,03-Mar-26,10:15,Hazeldean,50 Castlefrank,West - Kanata,English,Baby,Babytime
https://booking.biblioottawalibrary.ca/en/event/groupe-de-conversation-en-fran%C3%A7ais-french-conversation-group-49,Groupe de conversation en français,Tuesday,20-Jan-26,28-Apr-26,10:15,Main,120 Metcalfe,Central,Français,Adult,Language learning
https://booking.biblioottawalibrary.ca/en/event/morning-social-la-matin%C3%A9e-sociale-3,The Morning Social,Tuesday,20-Jan-26,31-Mar-26,10:15,Cumberland,1599 Tenth Line,East - Orleans,Bilingual,Adult,Social Connections
https://booking.biblioottawalibrary.ca/en/event/morning-babytime,Morning Babytime,Tuesday,20-Jan-26,03-Mar-26,10:15,Sunnyside,1049 Bank,South - Alta Vista,English,Baby,Babytime
https://booking.biblioottawalibrary.ca/en/event/family-storytime-vanier-contes-et-chansons-en-familles-%C3%A0-vanier-0,Family Storytime at Vanier,Tuesday,20-Jan-26,10-Mar-26,10:30,Vanier,310 Pères Blancs,East - Vanier,Bilingual,"Baby, Family, Toddler",Storytime
https://booking.biblioottawalibrary.ca/en/event/tuesday-morning-babytime-2,Tuesday Morning Babytime,Tuesday,20-Jan-26,12-May-26,10:30,Rosemount,18 Rosemount,West - Nepean,English,Baby,Babytime
https://booking.biblioottawalibrary.ca/en/event/babytime-b%C3%A9b%C3%A9s-%C3%A0-la-biblio-58,Babytime,Tuesday,20-Jan-26,12-May-26,10:30,Elmvale Acres,1910 St-Laurent,South - Alta Vista,Bilingual,Baby,Babytime
https://booking.biblioottawalibrary.ca/en/event/babytime-b%C3%A9b%C3%A9s-%C3%A0-la-biblio-127,Babytime | Bébés à la biblio,Tuesday,20-Jan-26,03-Mar-26,10:30,St-Laurent,515 Côté,East - Vanier,Bilingual,Baby,Babytime
https://booking.biblioottawalibrary.ca/en/event/family-storytime-and-stay-play-4,Family Storytime and Stay & Play,Tuesday,20-Jan-26,31-Mar-26,10:30,Constance Bay,262 Len Purcell,West - Constance Bay,English,"Child, Toddler","Family storytime, Storytime"
https://booking.biblioottawalibrary.ca/en/event/babytime-309,Babytime,Tuesday,20-Jan-26,03-Mar-26,10:30,Stittsville,1637 Stittsville Main,West - Stittsville,English,Baby,Babytime
https://booking.biblioottawalibrary.ca/en/event/steam-storytime-0,STEAM Storytime,Tuesday,20-Jan-26,24-Feb-26,10:30,Ruth E. Dickinson,100 Malvern,West - Barrhaven,English,Child,STEM
https://booking.biblioottawalibrary.ca/en/event/babytime-stay-and-play-20,Babytime with Stay and Play,Tuesday,20-Jan-26,03-Mar-26,10:30,Carlingwood,281 Woodroffe,West - Nepean,English,Baby,Babytime
