Sort Order,Day,Time,Facility Name,Address,Activity Type,Swim Type,Pool Type,Registration Required,URL,Reservation,Area,Category,Age,Time of day,Period,Play Free Flag
6,Saturday,08:00 - 09:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,Preschool swim - therapeutic pool,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Preschool,AM,'August 31 to September 6,TRUE
7,Sunday,08:00 - 09:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,Preschool swim - therapeutic pool,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Preschool,AM,'August 31 to September 6,FALSE
1,Monday,11:30 - 14:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Public swim - therapeutic pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult","AM, PM",'August 31 to September 6,FALSE
2,Tuesday,11:30 - 14:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Public swim - therapeutic pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult","AM, PM",'August 31 to September 6,FALSE
3,Wednesday,12:30 - 14:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,Public swim - therapeutic pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult",PM,'August 31 to September 6,FALSE
4,Thursday,11:30 - 14:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Public swim - therapeutic pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult","AM, PM",'August 31 to September 6,FALSE
5,Friday,11:30 - 14:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Public swim - therapeutic pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult","AM, PM",'August 31 to September 6,FALSE
6,Saturday,09:00 - 15:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,Public swim - therapeutic pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult","AM, PM",'August 31 to September 6,TRUE
7,Sunday,09:00 - 15:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,Public swim - therapeutic pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult","AM, PM",'August 31 to September 6,FALSE
1,Monday,13:00 - 14:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Public swim - 25m pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult",PM,'August 31 to September 6,FALSE
2,Tuesday,13:00 - 14:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Public swim - 25m pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult",PM,'August 31 to September 6,FALSE
3,Wednesday,12:30 - 14:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,Public swim - 25m pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult",PM,'August 31 to September 6,FALSE
4,Thursday,13:00 - 14:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Public swim - 25m pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult",PM,'August 31 to September 6,FALSE
5,Friday,13:00 - 14:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Public swim - 25m pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult",PM,'August 31 to September 6,FALSE
6,Saturday,13:00 - 15:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,Public swim - 25m pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult",PM,'August 31 to September 6,TRUE
7,Sunday,13:00 - 15:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,Public swim - 25m pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult",PM,'August 31 to September 6,FALSE
1,Monday,08:30 - 09:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Deep,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
1,Monday,09:30 - 10:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Deep,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
2,Tuesday,08:30 - 09:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Deep,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
2,Tuesday,09:30 - 10:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Deep,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
2,Tuesday,10:30 - 11:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Deep,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
2,Tuesday,17:30 - 18:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Deep,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,Evening,'August 31 to September 6,FALSE
3,Wednesday,08:30 - 09:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Deep,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
3,Wednesday,09:30 - 10:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Deep,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
4,Thursday,08:30 - 09:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Deep,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
4,Thursday,09:30 - 10:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Deep,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
4,Thursday,10:30 - 11:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Deep,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
4,Thursday,17:30 - 18:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Deep,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,Evening,'August 31 to September 6,FALSE
5,Friday,08:30 - 09:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Deep,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
5,Friday,09:30 - 10:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Deep,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
7,Sunday,09:30 - 10:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Deep,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
1,Monday,08:30 - 09:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Shallow,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
1,Monday,09:30 - 10:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Shallow,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
2,Tuesday,08:30 - 09:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Shallow,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
2,Tuesday,09:30 - 10:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Shallow,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
2,Tuesday,10:30 - 11:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Shallow,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
2,Tuesday,17:30 - 18:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Shallow,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,Evening,'August 31 to September 6,FALSE
3,Wednesday,08:30 - 09:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Shallow,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
3,Wednesday,09:30 - 10:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Shallow,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
4,Thursday,08:30 - 09:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Shallow,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
4,Thursday,09:30 - 10:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Shallow,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
4,Thursday,10:30 - 11:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Shallow,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
4,Thursday,17:30 - 18:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Shallow,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,Evening,'August 31 to September 6,FALSE
5,Friday,08:30 - 09:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Shallow,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
5,Friday,09:30 - 10:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Shallow,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
7,Sunday,09:30 - 10:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit - Shallow,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,AM,'August 31 to September 6,FALSE
1,Monday,14:30 - 15:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit Lite - warm pool,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,PM,'August 31 to September 6,FALSE
2,Tuesday,14:30 - 15:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit Lite - warm pool,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,PM,'August 31 to September 6,FALSE
5,Friday,14:30 - 15:25,François Dupuis Recreation Centre,2263 Portobello Boulevard,Aquafit Lite - warm pool,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,PM,'August 31 to September 6,FALSE
1,Monday,07:30 - 15:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Sauna,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,"AM, PM",'August 31 to September 6,FALSE
1,Monday,17:30 - 20:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Sauna,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,Evening,'August 31 to September 6,FALSE
2,Tuesday,07:30 - 15:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Sauna,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,"AM, PM",'August 31 to September 6,FALSE
2,Tuesday,17:30 - 21:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,Sauna,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,Evening,'August 31 to September 6,FALSE
3,Wednesday,07:30 - 15:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,Sauna,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,"AM, PM",'August 31 to September 6,FALSE
3,Wednesday,17:30 - 19:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Sauna,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,Evening,'August 31 to September 6,FALSE
4,Thursday,07:30 - 14:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Sauna,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,"AM, PM",'August 31 to September 6,FALSE
4,Thursday,17:30 - 21:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,Sauna,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,Evening,'August 31 to September 6,FALSE
5,Friday,07:30 - 15:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Sauna,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,"AM, PM",'August 31 to September 6,FALSE
5,Friday,17:00 - 21:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,Sauna,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,Evening,'August 31 to September 6,FALSE
6,Saturday,09:00 - 16:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,Sauna,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,"AM, PM",'August 31 to September 6,FALSE
7,Sunday,09:00 - 16:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,Sauna,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Swimming,Adult,"AM, PM",'August 31 to September 6,FALSE
1,Monday,07:15 - 21:15,François Dupuis Recreation Centre,2263 Portobello Boulevard,Weight and cardio room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Fitness,Adult,"AM, PM, Evening",',FALSE
2,Tuesday,07:15 - 21:15,François Dupuis Recreation Centre,2263 Portobello Boulevard,Weight and cardio room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Fitness,Adult,"AM, PM, Evening",',FALSE
3,Wednesday,07:15 - 21:15,François Dupuis Recreation Centre,2263 Portobello Boulevard,Weight and cardio room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Fitness,Adult,"AM, PM, Evening",',FALSE
4,Thursday,07:15 - 21:15,François Dupuis Recreation Centre,2263 Portobello Boulevard,Weight and cardio room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Fitness,Adult,"AM, PM, Evening",',FALSE
5,Friday,07:15 - 21:15,François Dupuis Recreation Centre,2263 Portobello Boulevard,Weight and cardio room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Fitness,Adult,"AM, PM, Evening",',FALSE
6,Saturday,08:00 - 17:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Weight and cardio room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Fitness,Adult,"AM, PM, Evening",',FALSE
7,Sunday,08:00 - 17:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Weight and cardio room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Fitness,Adult,"AM, PM, Evening",',FALSE
2,Tuesday,19:45 - 20:45,François Dupuis Recreation Centre,2263 Portobello Boulevard,Core conditioning,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Group Fitness,Adult,Evening,'June 22 to September 6,FALSE
1,Monday,18:30 - 19:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,HIIT,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Group Fitness,Adult,Evening,'June 22 to September 6,FALSE
3,Wednesday,18:30 - 19:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Pilates,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Group Fitness,Adult,Evening,'June 22 to September 6,FALSE
5,Friday,18:30 - 19:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Pilates,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Group Fitness,Adult,Evening,'June 22 to September 6,FALSE
7,Sunday,09:30 - 10:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Pilates,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Group Fitness,Adult,AM,'June 22 to September 6,FALSE
3,Wednesday,19:45 - 20:45,François Dupuis Recreation Centre,2263 Portobello Boulevard,Yoga,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Group Fitness,Adult,Evening,'June 22 to September 6,FALSE
6,Saturday,08:15 - 09:15,François Dupuis Recreation Centre,2263 Portobello Boulevard,Yoga,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Group Fitness,Adult,AM,'June 22 to September 6,FALSE
2,Tuesday,18:30 - 19:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,TMC,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Group Fitness,Adult,Evening,'June 22 to September 6,FALSE
4,Thursday,18:30 - 19:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,TMC,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Group Fitness,Adult,Evening,'June 22 to September 6,FALSE
1,Monday,18:30 - 19:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Zumba®,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Group Fitness,Adult,Evening,'June 22 to September 6,FALSE
2,Tuesday,19:00 - 20:00,François Dupuis Recreation Centre,2263 Portobello Boulevard,Zumba®,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Group Fitness,Adult,Evening,'June 22 to September 6,FALSE
3,Wednesday,18:30 - 19:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Zumba®,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Group Fitness,Adult,Evening,'June 22 to September 6,FALSE
4,Thursday,18:30 - 19:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Zumba®,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Group Fitness,Adult,Evening,'June 22 to September 6,FALSE
6,Saturday,09:30 - 10:30,François Dupuis Recreation Centre,2263 Portobello Boulevard,Zumba®,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/francois-dupuis-recreation-centre,#,East - Orleans,Group Fitness,Adult,AM,'June 22 to September 6,FALSE
1,Monday,08:00 - 21:00,Heron Road Community Centre,1480 Heron Road,Weight and cardio room,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,#,South,Fitness,Adult,"AM, PM, Evening",'June 30 to September 6,FALSE
2,Tuesday,08:00 - 21:00,Heron Road Community Centre,1480 Heron Road,Weight and cardio room,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,#,South,Fitness,Adult,"AM, PM, Evening",'June 30 to September 6,FALSE
3,Wednesday,08:00 - 21:00,Heron Road Community Centre,1480 Heron Road,Weight and cardio room,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,#,South,Fitness,Adult,"AM, PM, Evening",'June 30 to September 6,FALSE
4,Thursday,08:00 - 21:00,Heron Road Community Centre,1480 Heron Road,Weight and cardio room,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,#,South,Fitness,Adult,"AM, PM, Evening",'June 30 to September 6,FALSE
5,Friday,08:00 - 21:00,Heron Road Community Centre,1480 Heron Road,Weight and cardio room,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,#,South,Fitness,Adult,"AM, PM, Evening",'June 30 to September 6,FALSE
6,Saturday,08:00 - 19:00,Heron Road Community Centre,1480 Heron Road,Weight and cardio room,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,#,South,Fitness,Adult,"AM, PM, Evening",'June 30 to September 6,FALSE
7,Sunday,08:00 - 14:30,Heron Road Community Centre,1480 Heron Road,Weight and cardio room,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,#,South,Fitness,Adult,"AM, PM",'June 30 to September 6,FALSE
1,Monday,17:00 - 18:00,Heron Road Community Centre,1480 Heron Road,Pickleball 18+,Other,Other,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,https://reservation.frontdesksuite.ca/rcfs/heronCC/Home/Index?Culture=en&PageId=e7445bb0-c3e4-4f56-98c7-edf4390c3b84,South,Racquet Sport,Adult,Evening,'June 30 to September 6,FALSE
1,Monday,18:00 - 19:00,Heron Road Community Centre,1480 Heron Road,Pickleball 18+,Other,Other,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,https://reservation.frontdesksuite.ca/rcfs/heronCC/Home/Index?Culture=en&PageId=e7445bb0-c3e4-4f56-98c7-edf4390c3b84,South,Racquet Sport,Adult,Evening,'June 30 to September 6,FALSE
1,Monday,19:00 - 20:00,Heron Road Community Centre,1480 Heron Road,Pickleball 18+,Other,Other,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,https://reservation.frontdesksuite.ca/rcfs/heronCC/Home/Index?Culture=en&PageId=e7445bb0-c3e4-4f56-98c7-edf4390c3b84,South,Racquet Sport,Adult,Evening,'June 30 to September 6,FALSE
