Sort Order,Day,Time,Facility Name,Address,Activity Type,Swim Type,Pool Type,Registration Required,URL,Reservation,Area,Category,Age,Time of day,Period,Play Free Flag
5,Friday,14:00 - 16:30,St. Laurent Complex,525 Côté Street,Public swim,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Swimming,"Preschool, Children, Youth, Adult",PM,'June 29 to September 7,FALSE
6,Saturday,13:00 - 15:30,St. Laurent Complex,525 Côté Street,Public swim,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Swimming,"Preschool, Children, Youth, Adult",PM,'June 29 to September 7,TRUE
7,Sunday,13:00 - 15:30,St. Laurent Complex,525 Côté Street,Public swim,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Swimming,"Preschool, Children, Youth, Adult",PM,'June 29 to September 7,FALSE
1,Monday,09:00 - 12:00,St. Laurent Complex,525 Côté Street,Public swim - shared pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Swimming,"Preschool, Children, Youth, Adult",AM,'June 29 to September 7,FALSE
1,Monday,16:30 - 19:00,St. Laurent Complex,525 Côté Street,Public swim - shared pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Swimming,"Preschool, Children, Youth, Adult","PM, Evening",'June 29 to September 7,FALSE
2,Tuesday,09:00 - 12:00,St. Laurent Complex,525 Côté Street,Public swim - shared pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Swimming,"Preschool, Children, Youth, Adult",AM,'June 29 to September 7,FALSE
2,Tuesday,16:30 - 19:00,St. Laurent Complex,525 Côté Street,Public swim - shared pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Swimming,"Preschool, Children, Youth, Adult","PM, Evening",'June 29 to September 7,FALSE
3,Wednesday,09:00 - 12:00,St. Laurent Complex,525 Côté Street,Public swim - shared pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Swimming,"Preschool, Children, Youth, Adult",AM,'June 29 to September 7,FALSE
3,Wednesday,16:30 - 19:00,St. Laurent Complex,525 Côté Street,Public swim - shared pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Swimming,"Preschool, Children, Youth, Adult","PM, Evening",'June 29 to September 7,FALSE
4,Thursday,09:00 - 12:00,St. Laurent Complex,525 Côté Street,Public swim - shared pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Swimming,"Preschool, Children, Youth, Adult",AM,'June 29 to September 7,FALSE
4,Thursday,16:30 - 19:00,St. Laurent Complex,525 Côté Street,Public swim - shared pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Swimming,"Preschool, Children, Youth, Adult","PM, Evening",'June 29 to September 7,FALSE
5,Friday,09:00 - 12:00,St. Laurent Complex,525 Côté Street,Public swim - shared pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Swimming,"Preschool, Children, Youth, Adult",AM,'June 29 to September 7,FALSE
5,Friday,16:30 - 19:00,St. Laurent Complex,525 Côté Street,Public swim - shared pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Swimming,"Preschool, Children, Youth, Adult","PM, Evening",'June 29 to September 7,FALSE
7,Sunday,10:00 - 12:00,St. Laurent Complex,525 Côté Street,Public swim - shared pool,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Swimming,"Preschool, Children, Youth, Adult",AM,'June 29 to September 7,FALSE
2,Tuesday,12:00 - 13:00,St. Laurent Complex,525 Côté Street,Aquafit - general deep,Aquafit,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Swimming,Adult,PM,'June 29 to September 7,FALSE
3,Wednesday,07:00 - 07:45,St. Laurent Complex,525 Côté Street,Aquafit - general deep,Aquafit,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Swimming,Adult,AM,'June 29 to September 7,FALSE
4,Thursday,12:00 - 13:00,St. Laurent Complex,525 Côté Street,Aquafit - general deep,Aquafit,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Swimming,Adult,PM,'June 29 to September 7,FALSE
2,Tuesday,12:00 - 13:00,St. Laurent Complex,525 Côté Street,Aquafit - general shallow,Aquafit,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Swimming,Adult,PM,'June 29 to September 7,FALSE
3,Wednesday,07:00 - 07:45,St. Laurent Complex,525 Côté Street,Aquafit - general shallow,Aquafit,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Swimming,Adult,AM,'June 29 to September 7,FALSE
4,Thursday,12:00 - 13:00,St. Laurent Complex,525 Côté Street,Aquafit - general shallow,Aquafit,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Swimming,Adult,PM,'June 29 to September 7,FALSE
1,Monday,07:00 - 12:00,St. Laurent Complex,525 Côté Street,Sauna,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Swimming,Adult,AM,'June 29 to September 7,FALSE
1,Monday,13:00 - 21:30,St. Laurent Complex,525 Côté Street,Sauna,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Swimming,Adult,"PM, Evening",'June 29 to September 7,FALSE
2,Tuesday,07:00 - 19:00,St. Laurent Complex,525 Côté Street,Sauna,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Swimming,Adult,"AM, PM, Evening",'June 29 to September 7,FALSE
2,Tuesday,20:00 - 21:30,St. Laurent Complex,525 Côté Street,Sauna,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Swimming,Adult,Evening,'June 29 to September 7,FALSE
3,Wednesday,07:00 - 12:00,St. Laurent Complex,525 Côté Street,Sauna,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Swimming,Adult,AM,'June 29 to September 7,FALSE
3,Wednesday,13:00 - 21:30,St. Laurent Complex,525 Côté Street,Sauna,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Swimming,Adult,"PM, Evening",'June 29 to September 7,FALSE
4,Thursday,07:00 - 21:30,St. Laurent Complex,525 Côté Street,Sauna,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Swimming,Adult,"AM, PM, Evening",'June 29 to September 7,FALSE
5,Friday,07:00 - 12:00,St. Laurent Complex,525 Côté Street,Sauna,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Swimming,Adult,AM,'June 29 to September 7,FALSE
5,Friday,13:00 - 21:30,St. Laurent Complex,525 Côté Street,Sauna,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Swimming,Adult,"PM, Evening",'June 29 to September 7,FALSE
6,Saturday,09:00 - 10:00,St. Laurent Complex,525 Côté Street,Sauna,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Swimming,Adult,AM,'June 29 to September 7,FALSE
6,Saturday,11:00 - 16:30,St. Laurent Complex,525 Côté Street,Sauna,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Swimming,Adult,"AM, PM",'June 29 to September 7,FALSE
7,Sunday,09:00 - 16:30,St. Laurent Complex,525 Côté Street,Sauna,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Swimming,Adult,"AM, PM",'June 29 to September 7,FALSE
1,Monday,07:00 - 22:00,St. Laurent Complex,525 Côté Street,Weight and cardio room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Fitness,Adult,"AM, PM, Evening",'June 29 to September 7,FALSE
2,Tuesday,07:00 - 22:00,St. Laurent Complex,525 Côté Street,Weight and cardio room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Fitness,Adult,"AM, PM, Evening",'June 29 to September 7,FALSE
3,Wednesday,07:00 - 22:00,St. Laurent Complex,525 Côté Street,Weight and cardio room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Fitness,Adult,"AM, PM, Evening",'June 29 to September 7,FALSE
4,Thursday,07:00 - 22:00,St. Laurent Complex,525 Côté Street,Weight and cardio room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Fitness,Adult,"AM, PM, Evening",'June 29 to September 7,FALSE
5,Friday,07:00 - 22:00,St. Laurent Complex,525 Côté Street,Weight and cardio room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Fitness,Adult,"AM, PM, Evening",'June 29 to September 7,FALSE
6,Saturday,08:00 - 18:00,St. Laurent Complex,525 Côté Street,Weight and cardio room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Fitness,Adult,"AM, PM, Evening",'June 29 to September 7,FALSE
7,Sunday,08:00 - 18:00,St. Laurent Complex,525 Côté Street,Weight and cardio room,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Fitness,Adult,"AM, PM, Evening",'June 29 to September 7,FALSE
1,Monday,09:00 - 09:55,St. Laurent Complex,525 Côté Street,Cardio and stretch 50+,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Group Fitness,50+,AM,'June 29 to September 7,FALSE
2,Tuesday,09:00 - 10:15,St. Laurent Complex,525 Côté Street,Cardio and stretch 50+,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Group Fitness,50+,AM,'June 29 to September 7,FALSE
4,Thursday,09:00 - 10:15,St. Laurent Complex,525 Côté Street,Cardio and stretch 50+,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Group Fitness,50+,AM,'June 29 to September 7,FALSE
5,Friday,09:00 - 09:55,St. Laurent Complex,525 Côté Street,Cardio and stretch 50+,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Group Fitness,50+,AM,'June 29 to September 7,FALSE
7,Sunday,09:00 - 09:55,St. Laurent Complex,525 Côté Street,Cardio and stretch 50+,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Group Fitness,50+,AM,'June 29 to September 7,FALSE
3,Wednesday,08:30 - 09:45,St. Laurent Complex,525 Côté Street,Cardio and strength 50+,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Group Fitness,50+,AM,'June 29 to September 7,FALSE
1,Monday,19:30 - 20:30,St. Laurent Complex,525 Côté Street,Yoga,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Group Fitness,Adult,Evening,'June 29 to September 7,FALSE
2,Tuesday,18:00 - 19:00,St. Laurent Complex,525 Côté Street,Yoga,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Group Fitness,Adult,Evening,'June 29 to September 7,FALSE
3,Wednesday,19:15 - 20:15,St. Laurent Complex,525 Côté Street,Yoga,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Group Fitness,Adult,Evening,'June 29 to September 7,FALSE
1,Monday,18:00 - 19:00,St. Laurent Complex,525 Côté Street,Zumba,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Group Fitness,Adult,Evening,'June 29 to September 7,FALSE
3,Wednesday,18:00 - 19:00,St. Laurent Complex,525 Côté Street,Zumba,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Group Fitness,Adult,Evening,'June 29 to September 7,FALSE
5,Friday,18:00 - 19:00,St. Laurent Complex,525 Côté Street,Zumba,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Group Fitness,Adult,Evening,'June 29 to September 7,FALSE
6,Saturday,10:00 - 10:55,St. Laurent Complex,525 Côté Street,Zumba,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Group Fitness,Adult,AM,'June 29 to September 7,FALSE
2,Tuesday,17:00 - 17:55,St. Laurent Complex,525 Côté Street,HIIT,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Group Fitness,Adult,Evening,'June 29 to September 7,FALSE
4,Thursday,17:00 - 17:55,St. Laurent Complex,525 Côté Street,HIIT,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Group Fitness,Adult,Evening,'June 29 to September 7,FALSE
1,Monday,10:00 - 10:30,St. Laurent Complex,525 Côté Street,Pilates 50+,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Group Fitness,50+,AM,'June 29 to September 7,FALSE
5,Friday,10:00 - 10:30,St. Laurent Complex,525 Côté Street,Pilates 50+,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Group Fitness,50+,AM,'June 29 to September 7,FALSE
1,Monday,19:30 - 21:30,St. Laurent Complex,525 Côté Street,Basketball - adult,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Gym Sport,Adult,Evening,'June 29 to September 7,FALSE
5,Friday,19:30 - 21:30,St. Laurent Complex,525 Côté Street,Basketball - adult,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Gym Sport,Adult,Evening,'June 29 to September 7,FALSE
1,Monday,18:15 - 19:15,St. Laurent Complex,525 Côté Street,Basketball - youth,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Gym Sport,Youth,Evening,'June 29 to September 7,FALSE
5,Friday,18:15 - 19:15,St. Laurent Complex,525 Côté Street,Basketball - youth,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Gym Sport,Youth,Evening,'June 29 to September 7,FALSE
6,Saturday,09:00 - 10:00,St. Laurent Complex,525 Côté Street,Wheelchair basketball,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Gym Sport,Adult,AM,'June 29 to September 7,FALSE
6,Saturday,10:00 - 11:00,St. Laurent Complex,525 Côté Street,Open gym,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Gym Sport,"Youth, Adult",AM,'June 29 to September 7,FALSE
6,Saturday,11:00 - 12:00,St. Laurent Complex,525 Côté Street,Open gym,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Gym Sport,"Youth, Adult",AM,'June 29 to September 7,FALSE
6,Saturday,12:00 - 13:00,St. Laurent Complex,525 Côté Street,Open gym,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Gym Sport,"Youth, Adult",PM,'June 29 to September 7,FALSE
6,Saturday,13:00 - 14:00,St. Laurent Complex,525 Côté Street,Open gym,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Gym Sport,"Youth, Adult",PM,'June 29 to September 7,FALSE
7,Sunday,10:00 - 11:00,St. Laurent Complex,525 Côté Street,Open gym,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Gym Sport,"Youth, Adult",AM,'June 29 to September 7,FALSE
7,Sunday,11:00 - 12:00,St. Laurent Complex,525 Côté Street,Open gym,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,#,East - Vanier,Gym Sport,"Youth, Adult",AM,'June 29 to September 7,FALSE
7,Sunday,09:00 - 10:00,St. Laurent Complex,525 Côté Street,Open gym - family,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Gym Sport,"Preschool, Children, Youth, Adult",AM,'June 29 to September 7,FALSE
3,Wednesday,19:00 - 21:00,St. Laurent Complex,525 Côté Street,Badminton - adult,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Racquet Sport,Adult,Evening,'June 29 to September 7,FALSE
7,Sunday,15:00 - 17:00,St. Laurent Complex,525 Côté Street,Badminton - adult,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Racquet Sport,Adult,PM,'June 29 to September 7,FALSE
3,Wednesday,18:00 - 19:00,St. Laurent Complex,525 Côté Street,Badminton - parent with child,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Racquet Sport,Children,Evening,'June 29 to September 7,FALSE
7,Sunday,14:00 - 15:00,St. Laurent Complex,525 Côté Street,Badminton - parent with child,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Racquet Sport,Children,PM,'June 29 to September 7,FALSE
7,Sunday,13:30 - 15:30,St. Laurent Complex,525 Côté Street,Table tennis - adult,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/st-laurent-complex,https://reservation.frontdesksuite.ca/rcfs/slc/Home/Index?Culture=en&PageId=3f19fc30-401a-4741-96ea-0d78955388c7,East - Vanier,Racquet Sport,Adult,PM,'June 29 to September 7,FALSE
1,Monday,09:30 - 10:45,Walter Baker Sports Centre,100 Malvern Drive,Lane Swim,Lane Swim,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre,https://reservation.frontdesksuite.ca/rcfs/walterbaker/Home/Index?Culture=en&PageId=0c5c451b-cbab-42ac-8298-69a4817c5bcc,West - Barrhaven,Swimming,Adult,AM,'August 31 to December 18,FALSE
1,Monday,11:45 - 13:00,Walter Baker Sports Centre,100 Malvern Drive,Lane Swim,Lane Swim,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre,https://reservation.frontdesksuite.ca/rcfs/walterbaker/Home/Index?Culture=en&PageId=0c5c451b-cbab-42ac-8298-69a4817c5bcc,West - Barrhaven,Swimming,Adult,"AM, PM",'August 31 to December 18,FALSE
1,Monday,20:00 - 21:00,Walter Baker Sports Centre,100 Malvern Drive,Lane Swim,Lane Swim,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre,https://reservation.frontdesksuite.ca/rcfs/walterbaker/Home/Index?Culture=en&PageId=0c5c451b-cbab-42ac-8298-69a4817c5bcc,West - Barrhaven,Swimming,Adult,Evening,'August 31 to December 18,FALSE
2,Tuesday,07:30 - 09:30,Walter Baker Sports Centre,100 Malvern Drive,Lane Swim,Lane Swim,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre,https://reservation.frontdesksuite.ca/rcfs/walterbaker/Home/Index?Culture=en&PageId=0c5c451b-cbab-42ac-8298-69a4817c5bcc,West - Barrhaven,Swimming,Adult,AM,'August 31 to December 18,FALSE
2,Tuesday,11:30 - 13:00,Walter Baker Sports Centre,100 Malvern Drive,Lane Swim,Lane Swim,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre,https://reservation.frontdesksuite.ca/rcfs/walterbaker/Home/Index?Culture=en&PageId=0c5c451b-cbab-42ac-8298-69a4817c5bcc,West - Barrhaven,Swimming,Adult,"AM, PM",'August 31 to December 18,FALSE
2,Tuesday,20:00 - 21:00,Walter Baker Sports Centre,100 Malvern Drive,Lane Swim,Lane Swim,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre,https://reservation.frontdesksuite.ca/rcfs/walterbaker/Home/Index?Culture=en&PageId=0c5c451b-cbab-42ac-8298-69a4817c5bcc,West - Barrhaven,Swimming,Adult,Evening,'August 31 to December 18,FALSE
3,Wednesday,09:30 - 10:45,Walter Baker Sports Centre,100 Malvern Drive,Lane Swim,Lane Swim,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre,https://reservation.frontdesksuite.ca/rcfs/walterbaker/Home/Index?Culture=en&PageId=0c5c451b-cbab-42ac-8298-69a4817c5bcc,West - Barrhaven,Swimming,Adult,AM,'August 31 to December 18,FALSE
3,Wednesday,11:45 - 13:00,Walter Baker Sports Centre,100 Malvern Drive,Lane Swim,Lane Swim,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre,https://reservation.frontdesksuite.ca/rcfs/walterbaker/Home/Index?Culture=en&PageId=0c5c451b-cbab-42ac-8298-69a4817c5bcc,West - Barrhaven,Swimming,Adult,"AM, PM",'August 31 to December 18,FALSE
4,Thursday,07:30 - 09:30,Walter Baker Sports Centre,100 Malvern Drive,Lane Swim,Lane Swim,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre,https://reservation.frontdesksuite.ca/rcfs/walterbaker/Home/Index?Culture=en&PageId=0c5c451b-cbab-42ac-8298-69a4817c5bcc,West - Barrhaven,Swimming,Adult,AM,'August 31 to December 18,FALSE
4,Thursday,11:30 - 13:00,Walter Baker Sports Centre,100 Malvern Drive,Lane Swim,Lane Swim,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/walter-baker-sports-centre,https://reservation.frontdesksuite.ca/rcfs/walterbaker/Home/Index?Culture=en&PageId=0c5c451b-cbab-42ac-8298-69a4817c5bcc,West - Barrhaven,Swimming,Adult,"AM, PM",'August 31 to December 18,FALSE
