Sort Order,Day,Time,Facility Name,Address,Activity Type,Registration Required,URL,Reservation,Area,Category,Age,Time of day
5,Friday,18:00 - 19:00,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Open gym - family,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Gym Sport,"Preschool, Children, Youth, Adult",Evening
6,Saturday,17:45 - 18:45,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Open gym - family,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Gym Sport,"Preschool, Children, Youth, Adult",Evening
6,Saturday,11:45 - 12:45,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Soccer - youth,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Gym Sport,Youth,"AM, PM"
7,Sunday,16:00 - 16:50,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Family skating,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Skating,"Preschool, Children, Youth, Adult",PM
7,Sunday,17:00 - 17:50,Minto Recreation Complex - Barrhaven,3500 Cambrian Road,Public skating,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/minto-recreation-complex-barrhaven,https://reservation.frontdesksuite.ca/rcfs/mintobarrhaven/Home/Index?Culture=en&PageId=69f7cf1e-4b39-4609-9cff-fe2deeb4c231,West - Barrhaven,Skating,"Preschool, Children, Youth, Adult",Evening
1,Monday,07:00 - 08:30,Plant Recreation Centre,930 Somerset Street West,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
1,Monday,11:30 - 13:00,Plant Recreation Centre,930 Somerset Street West,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,"AM, PM"
1,Monday,20:30 - 21:30,Plant Recreation Centre,930 Somerset Street West,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,Evening
2,Tuesday,07:00 - 08:30,Plant Recreation Centre,930 Somerset Street West,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
2,Tuesday,11:30 - 13:00,Plant Recreation Centre,930 Somerset Street West,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,"AM, PM"
2,Tuesday,20:00 - 21:30,Plant Recreation Centre,930 Somerset Street West,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,Evening
3,Wednesday,07:00 - 08:30,Plant Recreation Centre,930 Somerset Street West,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
3,Wednesday,11:30 - 13:00,Plant Recreation Centre,930 Somerset Street West,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,"AM, PM"
3,Wednesday,20:00 - 21:30,Plant Recreation Centre,930 Somerset Street West,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,Evening
4,Thursday,11:30 - 13:00,Plant Recreation Centre,930 Somerset Street West,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,"AM, PM"
4,Thursday,20:00 - 21:30,Plant Recreation Centre,930 Somerset Street West,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,Evening
5,Friday,07:00 - 08:30,Plant Recreation Centre,930 Somerset Street West,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
5,Friday,11:30 - 13:00,Plant Recreation Centre,930 Somerset Street West,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,"AM, PM"
5,Friday,17:00 - 18:00,Plant Recreation Centre,930 Somerset Street West,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,Evening
5,Friday,19:30 - 21:00,Plant Recreation Centre,930 Somerset Street West,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,Evening
6,Saturday,12:00 - 13:30,Plant Recreation Centre,930 Somerset Street West,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,PM
6,Saturday,16:00 - 17:00,Plant Recreation Centre,930 Somerset Street West,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,PM
7,Sunday,12:00 - 13:30,Plant Recreation Centre,930 Somerset Street West,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,PM
7,Sunday,16:00 - 17:00,Plant Recreation Centre,930 Somerset Street West,Lane Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,PM
1,Monday,10:30 - 11:30,Plant Recreation Centre,930 Somerset Street West,Lane Swim – reduced capacity,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
1,Monday,17:00 - 18:00,Plant Recreation Centre,930 Somerset Street West,Lane Swim – reduced capacity,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,Evening
2,Tuesday,10:30 - 11:30,Plant Recreation Centre,930 Somerset Street West,Lane Swim – reduced capacity,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
3,Wednesday,10:30 - 11:30,Plant Recreation Centre,930 Somerset Street West,Lane Swim – reduced capacity,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
4,Thursday,10:30 - 11:30,Plant Recreation Centre,930 Somerset Street West,Lane Swim – reduced capacity,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
5,Friday,10:30 - 11:30,Plant Recreation Centre,930 Somerset Street West,Lane Swim – reduced capacity,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
1,Monday,14:00 - 17:00,Plant Recreation Centre,930 Somerset Street West,Public Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,"Preschool, Children, Youth, Adult",PM
2,Tuesday,14:00 - 17:00,Plant Recreation Centre,930 Somerset Street West,Public Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,"Preschool, Children, Youth, Adult",PM
2,Tuesday,19:00 - 20:00,Plant Recreation Centre,930 Somerset Street West,Public Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,"Preschool, Children, Youth, Adult",Evening
3,Wednesday,14:00 - 17:00,Plant Recreation Centre,930 Somerset Street West,Public Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,"Preschool, Children, Youth, Adult",PM
4,Thursday,14:00 - 17:00,Plant Recreation Centre,930 Somerset Street West,Public Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,"Preschool, Children, Youth, Adult",PM
4,Thursday,19:00 - 20:00,Plant Recreation Centre,930 Somerset Street West,Public Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,"Preschool, Children, Youth, Adult",Evening
5,Friday,14:00 - 17:00,Plant Recreation Centre,930 Somerset Street West,Public Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,"Preschool, Children, Youth, Adult",PM
5,Friday,18:00 - 19:30,Plant Recreation Centre,930 Somerset Street West,Public Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,"Preschool, Children, Youth, Adult",Evening
6,Saturday,13:30 - 16:00,Plant Recreation Centre,930 Somerset Street West,Public Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,"Preschool, Children, Youth, Adult",PM
7,Sunday,13:30 - 16:00,Plant Recreation Centre,930 Somerset Street West,Public Swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,"Preschool, Children, Youth, Adult",PM
1,Monday,11:30 - 13:00,Plant Recreation Centre,930 Somerset Street West,Public Swim – leisure pool only,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,"Preschool, Children, Youth, Adult","AM, PM"
1,Monday,17:00 - 18:00,Plant Recreation Centre,930 Somerset Street West,Public Swim – leisure pool only,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,"Preschool, Children, Youth, Adult",Evening
2,Tuesday,11:30 - 13:00,Plant Recreation Centre,930 Somerset Street West,Public Swim – leisure pool only,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,"Preschool, Children, Youth, Adult","AM, PM"
3,Wednesday,11:30 - 13:00,Plant Recreation Centre,930 Somerset Street West,Public Swim – leisure pool only,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,"Preschool, Children, Youth, Adult","AM, PM"
4,Thursday,11:30 - 13:00,Plant Recreation Centre,930 Somerset Street West,Public Swim – leisure pool only,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,"Preschool, Children, Youth, Adult","AM, PM"
5,Friday,11:30 - 13:00,Plant Recreation Centre,930 Somerset Street West,Public Swim – leisure pool only,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,"Preschool, Children, Youth, Adult","AM, PM"
5,Friday,17:00 - 18:00,Plant Recreation Centre,930 Somerset Street West,Public Swim – leisure pool only,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,"Preschool, Children, Youth, Adult",Evening
1,Monday,08:30 - 09:30,Plant Recreation Centre,930 Somerset Street West,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
1,Monday,10:30 - 11:30,Plant Recreation Centre,930 Somerset Street West,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
1,Monday,17:00 - 18:00,Plant Recreation Centre,930 Somerset Street West,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,Evening
2,Tuesday,08:30 - 09:30,Plant Recreation Centre,930 Somerset Street West,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
2,Tuesday,18:00 - 19:00,Plant Recreation Centre,930 Somerset Street West,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,Evening
3,Wednesday,08:30 - 09:30,Plant Recreation Centre,930 Somerset Street West,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
3,Wednesday,10:30 - 11:30,Plant Recreation Centre,930 Somerset Street West,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
3,Wednesday,17:00 - 18:00,Plant Recreation Centre,930 Somerset Street West,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,Evening
4,Thursday,08:30 - 09:30,Plant Recreation Centre,930 Somerset Street West,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
4,Thursday,18:00 - 19:00,Plant Recreation Centre,930 Somerset Street West,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,Evening
5,Friday,08:30 - 09:30,Plant Recreation Centre,930 Somerset Street West,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
5,Friday,10:30 - 11:30,Plant Recreation Centre,930 Somerset Street West,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
6,Saturday,09:00 - 10:00,Plant Recreation Centre,930 Somerset Street West,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
7,Sunday,10:00 - 11:00,Plant Recreation Centre,930 Somerset Street West,Aquafit general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
1,Monday,08:30 - 09:30,Plant Recreation Centre,930 Somerset Street West,Aquafit general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
1,Monday,10:30 - 11:30,Plant Recreation Centre,930 Somerset Street West,Aquafit general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
1,Monday,17:00 - 18:00,Plant Recreation Centre,930 Somerset Street West,Aquafit general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,Evening
2,Tuesday,08:30 - 09:30,Plant Recreation Centre,930 Somerset Street West,Aquafit general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
2,Tuesday,18:00 - 19:00,Plant Recreation Centre,930 Somerset Street West,Aquafit general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,Evening
3,Wednesday,08:30 - 09:30,Plant Recreation Centre,930 Somerset Street West,Aquafit general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
3,Wednesday,10:30 - 11:30,Plant Recreation Centre,930 Somerset Street West,Aquafit general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
3,Wednesday,17:00 - 18:00,Plant Recreation Centre,930 Somerset Street West,Aquafit general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,Evening
4,Thursday,08:30 - 09:30,Plant Recreation Centre,930 Somerset Street West,Aquafit general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
4,Thursday,18:00 - 19:00,Plant Recreation Centre,930 Somerset Street West,Aquafit general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,Evening
5,Friday,08:30 - 09:30,Plant Recreation Centre,930 Somerset Street West,Aquafit general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
5,Friday,10:30 - 11:30,Plant Recreation Centre,930 Somerset Street West,Aquafit general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
6,Saturday,09:00 - 10:00,Plant Recreation Centre,930 Somerset Street West,Aquafit general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
7,Sunday,10:00 - 11:00,Plant Recreation Centre,930 Somerset Street West,Aquafit general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Swimming,Adult,AM
1,Monday,06:45 - 21:30,Plant Recreation Centre,930 Somerset Street West,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Fitness,Adult,"AM, PM, Evening"
2,Tuesday,06:45 - 21:30,Plant Recreation Centre,930 Somerset Street West,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Fitness,Adult,"AM, PM, Evening"
3,Wednesday,06:45 - 21:30,Plant Recreation Centre,930 Somerset Street West,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Fitness,Adult,"AM, PM, Evening"
4,Thursday,08:00 - 21:30,Plant Recreation Centre,930 Somerset Street West,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Fitness,Adult,"AM, PM, Evening"
5,Friday,06:45 - 21:00,Plant Recreation Centre,930 Somerset Street West,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Fitness,Adult,"AM, PM, Evening"
6,Saturday,08:30 - 17:00,Plant Recreation Centre,930 Somerset Street West,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Fitness,Adult,"AM, PM"
7,Sunday,08:30 - 17:00,Plant Recreation Centre,930 Somerset Street West,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Fitness,Adult,"AM, PM"
1,Monday,17:30 - 18:30,Plant Recreation Centre,930 Somerset Street West,HIIT,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Group Fitness,Adult,Evening
1,Monday,12:00 - 13:00,Plant Recreation Centre,930 Somerset Street West,Cardio and strength,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Group Fitness,Adult,PM
3,Wednesday,12:00 - 13:00,Plant Recreation Centre,930 Somerset Street West,Cardio and strength,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Group Fitness,Adult,PM
3,Wednesday,17:30 - 18:30,Plant Recreation Centre,930 Somerset Street West,Cardio and strength,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Group Fitness,Adult,Evening
5,Friday,12:00 - 13:00,Plant Recreation Centre,930 Somerset Street West,Cardio and strength,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Group Fitness,Adult,PM
4,Thursday,12:00 - 13:00,Plant Recreation Centre,930 Somerset Street West,Strength,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Group Fitness,Adult,PM
4,Thursday,17:30 - 18:30,Plant Recreation Centre,930 Somerset Street West,Strength,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Group Fitness,Adult,Evening
7,Sunday,08:45 - 09:45,Plant Recreation Centre,930 Somerset Street West,Strength,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Group Fitness,Adult,AM
2,Tuesday,12:00 - 13:00,Plant Recreation Centre,930 Somerset Street West,Core conditioning,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Group Fitness,Adult,PM
2,Tuesday,17:30 - 18:30,Plant Recreation Centre,930 Somerset Street West,Core conditioning,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/plant-recreation-centre,#,Central,Group Fitness,Adult,Evening
3,Wednesday,19:00 - 20:00,Overbrook Community Centre,33 Quill Street,Badminton,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/overbrook-community-centre,https://reservation.frontdesksuite.ca/rcfs/overbrookcc/Home/Index?Culture=en&PageId=0f02819c-b3c8-4073-83ed-6af0912fbcb2,East - Vanier,Racquet Sport,Adult,Evening
3,Wednesday,20:00 - 21:00,Overbrook Community Centre,33 Quill Street,Badminton,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/overbrook-community-centre,https://reservation.frontdesksuite.ca/rcfs/overbrookcc/Home/Index?Culture=en&PageId=0f02819c-b3c8-4073-83ed-6af0912fbcb2,East - Vanier,Racquet Sport,Adult,Evening
3,Wednesday,21:00 - 22:00,Overbrook Community Centre,33 Quill Street,Badminton,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/overbrook-community-centre,https://reservation.frontdesksuite.ca/rcfs/overbrookcc/Home/Index?Culture=en&PageId=0f02819c-b3c8-4073-83ed-6af0912fbcb2,East - Vanier,Racquet Sport,Adult,Evening
6,Saturday,17:30 - 18:30,Overbrook Community Centre,33 Quill Street,Badminton,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/overbrook-community-centre,https://reservation.frontdesksuite.ca/rcfs/overbrookcc/Home/Index?Culture=en&PageId=0f02819c-b3c8-4073-83ed-6af0912fbcb2,East - Vanier,Racquet Sport,Adult,Evening
6,Saturday,18:30 - 19:30,Overbrook Community Centre,33 Quill Street,Badminton,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/overbrook-community-centre,https://reservation.frontdesksuite.ca/rcfs/overbrookcc/Home/Index?Culture=en&PageId=0f02819c-b3c8-4073-83ed-6af0912fbcb2,East - Vanier,Racquet Sport,Adult,Evening
1,Monday,20:00 - 21:00,Overbrook Community Centre,33 Quill Street,Basketball,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/overbrook-community-centre,https://reservation.frontdesksuite.ca/rcfs/overbrookcc/Home/Index?Culture=en&PageId=0f02819c-b3c8-4073-83ed-6af0912fbcb2,East - Vanier,Gym Sport,Adult,Evening
1,Monday,21:00 - 22:00,Overbrook Community Centre,33 Quill Street,Basketball,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/overbrook-community-centre,https://reservation.frontdesksuite.ca/rcfs/overbrookcc/Home/Index?Culture=en&PageId=0f02819c-b3c8-4073-83ed-6af0912fbcb2,East - Vanier,Gym Sport,Adult,Evening
1,Monday,06:00 - 08:00,Ray Friel Recreation Complex,1585 Tenth Line Road,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex,#,East - Orleans,Swimming,Adult,AM
1,Monday,10:00 - 13:00,Ray Friel Recreation Complex,1585 Tenth Line Road,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex,#,East - Orleans,Swimming,Adult,"AM, PM"
1,Monday,18:30 - 21:30,Ray Friel Recreation Complex,1585 Tenth Line Road,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex,#,East - Orleans,Swimming,Adult,Evening
2,Tuesday,06:00 - 08:00,Ray Friel Recreation Complex,1585 Tenth Line Road,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex,#,East - Orleans,Swimming,Adult,AM
2,Tuesday,09:00 - 13:00,Ray Friel Recreation Complex,1585 Tenth Line Road,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex,#,East - Orleans,Swimming,Adult,"AM, PM"
2,Tuesday,20:00 - 21:30,Ray Friel Recreation Complex,1585 Tenth Line Road,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex,#,East - Orleans,Swimming,Adult,Evening
3,Wednesday,06:00 - 08:00,Ray Friel Recreation Complex,1585 Tenth Line Road,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex,#,East - Orleans,Swimming,Adult,AM
3,Wednesday,10:00 - 13:00,Ray Friel Recreation Complex,1585 Tenth Line Road,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex,#,East - Orleans,Swimming,Adult,"AM, PM"
3,Wednesday,19:30 - 21:30,Ray Friel Recreation Complex,1585 Tenth Line Road,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex,#,East - Orleans,Swimming,Adult,Evening
4,Thursday,06:00 - 08:00,Ray Friel Recreation Complex,1585 Tenth Line Road,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex,#,East - Orleans,Swimming,Adult,AM
4,Thursday,10:00 - 13:00,Ray Friel Recreation Complex,1585 Tenth Line Road,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex,#,East - Orleans,Swimming,Adult,"AM, PM"
4,Thursday,20:00 - 21:00,Ray Friel Recreation Complex,1585 Tenth Line Road,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex,#,East - Orleans,Swimming,Adult,Evening
5,Friday,09:00 - 11:00,Ray Friel Recreation Complex,1585 Tenth Line Road,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex,#,East - Orleans,Swimming,Adult,AM
6,Saturday,09:00 - 11:00,Ray Friel Recreation Complex,1585 Tenth Line Road,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex,#,East - Orleans,Swimming,Adult,AM
1,Monday,08:00 - 09:00,Ray Friel Recreation Complex,1585 Tenth Line Road,Aquafit - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex,#,East - Orleans,Swimming,Adult,AM
1,Monday,09:00 - 10:00,Ray Friel Recreation Complex,1585 Tenth Line Road,Aquafit - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex,#,East - Orleans,Swimming,Adult,AM
2,Tuesday,08:00 - 09:00,Ray Friel Recreation Complex,1585 Tenth Line Road,Aquafit - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/ray-friel-recreation-complex,#,East - Orleans,Swimming,Adult,AM
