Sort Order,Day,Time,Facility Name,Address,Activity Type,Registration Required,URL,Reservation,Area,Category,Age,Time of day
2,Tuesday,18:15 - 19:15,Lansdowne Park,1525 Princess Patricia,Rollerskating,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/lansdowne-park,https://reservation.frontdesksuite.ca/rcfs/lansdowne/Home/Index?Culture=en&PageId=6235e409-0836-4e6c-b047-718bd7f0e373,Central,Gym Sport,Adult,Evening
2,Tuesday,19:20 - 20:20,Lansdowne Park,1525 Princess Patricia,Rollerskating,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/lansdowne-park,https://reservation.frontdesksuite.ca/rcfs/lansdowne/Home/Index?Culture=en&PageId=6235e409-0836-4e6c-b047-718bd7f0e373,Central,Gym Sport,Adult,Evening
3,Wednesday,10:30 - 12:15,Churchill Seniors Centre,345 Richmond Road,Ukelele,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/churchill-seniors-centre,#,West - Nepean,Other,50+,"AM, PM"
3,Wednesday,12:45 - 14:45,Churchill Seniors Centre,345 Richmond Road,Mah Jong,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/churchill-seniors-centre,#,West - Nepean,Other,50+,PM
1,Monday,09:00 - 15:00,Carleton Heights Community Centre,1665 Apeldoorn Avenue,Art studio,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/carleton-heights-community-centre,#,South,Other,50+,"AM, PM"
5,Friday,09:00 - 15:00,Carleton Heights Community Centre,1665 Apeldoorn Avenue,Art studio,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/carleton-heights-community-centre,#,South,Other,50+,"AM, PM"
1,Monday,13:00 - 15:00,Carleton Heights Community Centre,1665 Apeldoorn Avenue,Walking club,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/carleton-heights-community-centre,#,South,Other,50+,PM
2,Tuesday,14:00 - 15:00,Carleton Heights Community Centre,1665 Apeldoorn Avenue,Walking club,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/carleton-heights-community-centre,#,South,Other,50+,PM
3,Wednesday,15:00 - 16:00,Carleton Heights Community Centre,1665 Apeldoorn Avenue,Walking club,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/carleton-heights-community-centre,#,South,Other,50+,PM
4,Thursday,12:00 - 14:00,Carleton Heights Community Centre,1665 Apeldoorn Avenue,Walking club,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/carleton-heights-community-centre,#,South,Other,50+,PM
5,Friday,12:00 - 14:00,Carleton Heights Community Centre,1665 Apeldoorn Avenue,Walking club,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/carleton-heights-community-centre,#,South,Other,50+,PM
1,Monday,13:00 - 15:00,Carleton Heights Community Centre,1665 Apeldoorn Avenue,Cribbage,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/carleton-heights-community-centre,#,South,Other,50+,PM
2,Tuesday,12:30 - 15:30,Carleton Heights Community Centre,1665 Apeldoorn Avenue,Bridge,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/carleton-heights-community-centre,#,South,Other,50+,PM
4,Thursday,12:30 - 15:30,Carleton Heights Community Centre,1665 Apeldoorn Avenue,Bridge,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/carleton-heights-community-centre,#,South,Other,50+,PM
3,Wednesday,10:00 - 11:00,Carleton Heights Community Centre,1665 Apeldoorn Avenue,Tea and chat,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/carleton-heights-community-centre,#,South,Other,50+,AM
3,Wednesday,13:00 - 15:00,Carleton Heights Community Centre,1665 Apeldoorn Avenue,Euchre,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/carleton-heights-community-centre,#,South,Other,50+,PM
3,Wednesday,11:00 - 12:00,Carleton Heights Community Centre,1665 Apeldoorn Avenue,Trivia,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/carleton-heights-community-centre,#,South,Other,50+,AM
4,Thursday,10:00 - 11:00,Carleton Heights Community Centre,1665 Apeldoorn Avenue,Dominos,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/carleton-heights-community-centre,#,South,Other,50+,AM
1,Monday,16:00 - 19:00,Crestview Pool,56 Fieldrow Street,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/crestview-pool,#,West - Nepean,Swimming,"Preschool, Children, Youth, Adult","PM, Evening"
2,Tuesday,16:00 - 19:00,Crestview Pool,56 Fieldrow Street,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/crestview-pool,#,West - Nepean,Swimming,"Preschool, Children, Youth, Adult","PM, Evening"
3,Wednesday,16:00 - 19:00,Crestview Pool,56 Fieldrow Street,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/crestview-pool,#,West - Nepean,Swimming,"Preschool, Children, Youth, Adult","PM, Evening"
4,Thursday,16:00 - 19:00,Crestview Pool,56 Fieldrow Street,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/crestview-pool,#,West - Nepean,Swimming,"Preschool, Children, Youth, Adult","PM, Evening"
5,Friday,16:00 - 19:00,Crestview Pool,56 Fieldrow Street,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/crestview-pool,#,West - Nepean,Swimming,"Preschool, Children, Youth, Adult","PM, Evening"
6,Saturday,13:00 - 17:00,Crestview Pool,56 Fieldrow Street,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/crestview-pool,#,West - Nepean,Swimming,"Preschool, Children, Youth, Adult",PM
7,Sunday,13:00 - 17:00,Crestview Pool,56 Fieldrow Street,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/crestview-pool,#,West - Nepean,Swimming,"Preschool, Children, Youth, Adult",PM
1,Monday,19:00 - 20:00,Crestview Pool,56 Fieldrow Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/crestview-pool,#,West - Nepean,Swimming,Adult,Evening
2,Tuesday,19:00 - 20:00,Crestview Pool,56 Fieldrow Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/crestview-pool,#,West - Nepean,Swimming,Adult,Evening
3,Wednesday,19:00 - 20:00,Crestview Pool,56 Fieldrow Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/crestview-pool,#,West - Nepean,Swimming,Adult,Evening
4,Thursday,19:00 - 20:00,Crestview Pool,56 Fieldrow Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/crestview-pool,#,West - Nepean,Swimming,Adult,Evening
5,Friday,19:00 - 20:00,Crestview Pool,56 Fieldrow Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/crestview-pool,#,West - Nepean,Swimming,Adult,Evening
6,Saturday,11:00 - 13:00,Crestview Pool,56 Fieldrow Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/crestview-pool,#,West - Nepean,Swimming,Adult,"AM, PM"
7,Sunday,11:00 - 13:00,Crestview Pool,56 Fieldrow Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/crestview-pool,#,West - Nepean,Swimming,Adult,"AM, PM"
1,Monday,14:00 - 16:00,Entrance Pool,2 Eaton Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,Adult,PM
1,Monday,19:00 - 20:00,Entrance Pool,2 Eaton Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,Adult,Evening
2,Tuesday,14:00 - 16:00,Entrance Pool,2 Eaton Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,Adult,PM
2,Tuesday,19:00 - 20:00,Entrance Pool,2 Eaton Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,Adult,Evening
3,Wednesday,14:00 - 16:00,Entrance Pool,2 Eaton Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,Adult,PM
3,Wednesday,19:00 - 20:00,Entrance Pool,2 Eaton Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,Adult,Evening
4,Thursday,14:00 - 16:00,Entrance Pool,2 Eaton Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,Adult,PM
4,Thursday,19:00 - 20:00,Entrance Pool,2 Eaton Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,Adult,Evening
5,Friday,14:00 - 16:00,Entrance Pool,2 Eaton Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,Adult,PM
5,Friday,19:00 - 20:00,Entrance Pool,2 Eaton Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,Adult,Evening
6,Saturday,10:00 - 12:00,Entrance Pool,2 Eaton Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,Adult,AM
6,Saturday,18:00 - 19:00,Entrance Pool,2 Eaton Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,Adult,Evening
7,Sunday,09:00 - 12:00,Entrance Pool,2 Eaton Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,Adult,AM
7,Sunday,18:00 - 19:00,Entrance Pool,2 Eaton Street,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,Adult,Evening
1,Monday,16:00 - 19:00,Entrance Pool,2 Eaton Street,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,"Preschool, Children, Youth, Adult","PM, Evening"
2,Tuesday,16:00 - 19:00,Entrance Pool,2 Eaton Street,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,"Preschool, Children, Youth, Adult","PM, Evening"
3,Wednesday,16:00 - 19:00,Entrance Pool,2 Eaton Street,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,"Preschool, Children, Youth, Adult","PM, Evening"
4,Thursday,16:00 - 19:00,Entrance Pool,2 Eaton Street,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,"Preschool, Children, Youth, Adult","PM, Evening"
5,Friday,16:00 - 19:00,Entrance Pool,2 Eaton Street,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,"Preschool, Children, Youth, Adult","PM, Evening"
6,Saturday,12:00 - 18:00,Entrance Pool,2 Eaton Street,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,"Preschool, Children, Youth, Adult","PM, Evening"
7,Sunday,12:00 - 18:00,Entrance Pool,2 Eaton Street,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/entrance-pool,#,South,Swimming,"Preschool, Children, Youth, Adult","PM, Evening"
1,Monday,16:00 - 17:00,General Burns Pool,107 Chesterton Drive,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/general-burns-pool,#,Central,Swimming,Adult,PM
2,Tuesday,16:00 - 17:00,General Burns Pool,107 Chesterton Drive,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/general-burns-pool,#,Central,Swimming,Adult,PM
3,Wednesday,16:00 - 17:00,General Burns Pool,107 Chesterton Drive,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/general-burns-pool,#,Central,Swimming,Adult,PM
4,Thursday,16:00 - 17:00,General Burns Pool,107 Chesterton Drive,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/general-burns-pool,#,Central,Swimming,Adult,PM
5,Friday,16:00 - 17:00,General Burns Pool,107 Chesterton Drive,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/general-burns-pool,#,Central,Swimming,Adult,PM
6,Saturday,10:30 - 12:30,General Burns Pool,107 Chesterton Drive,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/general-burns-pool,#,Central,Swimming,Adult,"AM, PM"
7,Sunday,10:30 - 12:30,General Burns Pool,107 Chesterton Drive,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/general-burns-pool,#,Central,Swimming,Adult,"AM, PM"
1,Monday,17:00 - 20:00,General Burns Pool,107 Chesterton Drive,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/general-burns-pool,#,Central,Swimming,"Preschool, Children, Youth, Adult",Evening
2,Tuesday,17:00 - 20:00,General Burns Pool,107 Chesterton Drive,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/general-burns-pool,#,Central,Swimming,"Preschool, Children, Youth, Adult",Evening
3,Wednesday,17:00 - 20:00,General Burns Pool,107 Chesterton Drive,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/general-burns-pool,#,Central,Swimming,"Preschool, Children, Youth, Adult",Evening
4,Thursday,17:00 - 20:00,General Burns Pool,107 Chesterton Drive,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/general-burns-pool,#,Central,Swimming,"Preschool, Children, Youth, Adult",Evening
5,Friday,17:00 - 20:00,General Burns Pool,107 Chesterton Drive,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/general-burns-pool,#,Central,Swimming,"Preschool, Children, Youth, Adult",Evening
6,Saturday,12:30 - 16:00,General Burns Pool,107 Chesterton Drive,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/general-burns-pool,#,Central,Swimming,"Preschool, Children, Youth, Adult",PM
7,Sunday,12:30 - 16:00,General Burns Pool,107 Chesterton Drive,Public swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/general-burns-pool,#,Central,Swimming,"Preschool, Children, Youth, Adult",PM
1,Monday,06:00 - 08:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,AM
1,Monday,12:00 - 13:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,PM
2,Tuesday,06:00 - 07:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,AM
2,Tuesday,12:00 - 13:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,PM
2,Tuesday,19:00 - 20:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,Evening
3,Wednesday,06:00 - 08:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,AM
3,Wednesday,12:00 - 13:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,PM
4,Thursday,06:00 - 07:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,AM
4,Thursday,12:00 - 13:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,PM
4,Thursday,19:00 - 20:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,Evening
5,Friday,06:00 - 08:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,AM
5,Friday,12:00 - 13:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Lane swim,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,PM
1,Monday,15:00 - 17:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Public swim (therapeutic pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult",PM
2,Tuesday,15:00 - 17:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Public swim (therapeutic pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult",PM
2,Tuesday,19:00 - 20:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Public swim (therapeutic pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult",Evening
3,Wednesday,15:00 - 17:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Public swim (therapeutic pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult",PM
4,Thursday,15:00 - 17:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Public swim (therapeutic pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult",PM
4,Thursday,19:00 - 20:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Public swim (therapeutic pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult",Evening
5,Friday,15:00 - 17:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Public swim (therapeutic pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult",PM
6,Saturday,11:00 - 14:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Public swim (therapeutic pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult","AM, PM"
1,Monday,15:00 - 17:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Public swim (25 m pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult",PM
2,Tuesday,15:00 - 17:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Public swim (25 m pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult",PM
3,Wednesday,15:00 - 17:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Public swim (25 m pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult",PM
4,Thursday,15:00 - 17:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Public swim (25 m pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult",PM
5,Friday,15:00 - 17:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Public swim (25 m pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult",PM
6,Saturday,11:00 - 14:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Public swim (25 m pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,"Preschool, Children, Youth, Adult","AM, PM"
2,Tuesday,07:00 - 08:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Aqua general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,AM
2,Tuesday,08:00 - 09:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Aqua general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,AM
3,Wednesday,08:00 - 09:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Aqua general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,AM
4,Thursday,07:00 - 08:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Aqua general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,AM
4,Thursday,08:00 - 09:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Aqua general - deep,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,AM
2,Tuesday,07:00 - 08:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Aqua general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,AM
2,Tuesday,08:00 - 09:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Aqua general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,AM
3,Wednesday,08:00 - 09:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Aqua general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,AM
4,Thursday,07:00 - 08:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Aqua general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,AM
4,Thursday,08:00 - 09:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Aqua general - shallow,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,AM
1,Monday,12:00 - 13:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Aqua general - lite (therapeutic pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,PM
3,Wednesday,12:00 - 13:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Aqua general - lite (therapeutic pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,PM
5,Friday,12:00 - 13:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Aqua general - lite (therapeutic pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,PM
1,Monday,07:00 - 08:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Aqua general (therapeutic pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,AM
3,Wednesday,07:00 - 08:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Aqua general (therapeutic pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,AM
5,Friday,07:00 - 08:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Aqua general (therapeutic pool only),No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Swimming,Adult,AM
1,Monday,06:00 - 21:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Fitness,Adult,"AM, PM, Evening"
2,Tuesday,06:00 - 21:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Fitness,Adult,"AM, PM, Evening"
3,Wednesday,06:00 - 21:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Fitness,Adult,"AM, PM, Evening"
4,Thursday,06:00 - 21:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Fitness,Adult,"AM, PM, Evening"
5,Friday,06:00 - 21:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Fitness,Adult,"AM, PM, Evening"
6,Saturday,08:00 - 18:00,Bob MacQuarrie Recreation Complex - Orléans,1490 Youville Drive,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,#,East - Orleans,Fitness,Adult,"AM, PM, Evening"
